Company Name,Ticker,Period Ending,Month and Year,Corresponding Date,Last Sale Price,Revenue ($M),Gross Profit Margin,EBITDA ($M),EBITDA Margin,Net Income ($M),Normalized Net Income ($M),Normalized Net Income Margin,Normalized Basic EPS,Diluted EPS incl extra items,Primary Industry,Debt to Equity,Current Ratio,EBITDA/Int Expense,US YOY CPI,Unemployment Rate,Fed Funds Rate,Book Value/Share,Year,Last Sale Price Change From Baseline (%),Revenue ($M) Change From Baseline (%),EBITDA ($M) Change From Baseline (%)
"Agilent Technologies, Inc.",NYSE:A,FQ32022,Jul2022,2022-07-31,134.1,1718.0,0.546565,497.0,0.270663,329.0,252.5,0.146973,0.84732,1.1,Life Sciences Tools & Services ,0.603614,1.94006,26.97368,0.0852482,0.035,0.0232,17.18771,2022.0,76.33136094674556,33.8006230529595,56.782334384858046
"Agilent Technologies, Inc.",NYSE:A,FQ22022,Apr2022,2022-04-30,119.27,1607.0,0.53578,422.0,0.24331,274.0,200.625,0.12484400000000001,0.67099,0.91,Life Sciences Tools & Services ,0.59918,2.00938,20.83333,0.0825863,0.037000000000000005,0.0033,17.15539,2022.0,56.8310322156476,25.15576323987539,33.12302839116719
"Agilent Technologies, Inc.",NYSE:A,FQ12022,Jan2022,2022-01-31,139.32,1674.0,0.543608,468.0,0.261051,283.0,230.625,0.137768,0.7662,0.93,Life Sciences Tools & Services ,0.563445,2.19318,23.02381,0.0747987,0.04,0.0008,17.16438,2022.0,83.19526627218934,30.373831775700932,47.63406940063091
"Agilent Technologies, Inc.",NYSE:A,FQ42021,Oct2021,2021-10-31,157.49,1660.0,0.542168,535.0,0.302409,442.0,280.0,0.168674,0.92409,1.44944,Life Sciences Tools & Services ,0.540174,2.22424,26.21429,0.0622187,0.045,0.0007000000000000001,17.83209,2021.0,107.08744247205789,29.283489096573206,68.76971608832808
"Agilent Technologies, Inc.",NYSE:A,FQ32021,Jul2021,2021-07-31,153.23,1586.0,0.5372,421.0,0.24653199999999997,264.0,198.75,0.12531499999999998,0.65594,0.86,Life Sciences Tools & Services ,0.615446,2.10673,20.77381,0.053654799999999996,0.054000000000000006,0.0007000000000000001,16.32909,2021.0,101.48586456278763,23.5202492211838,32.80757097791798
"Agilent Technologies, Inc.",NYSE:A,FQ22021,Apr2021,2021-04-30,133.64,1525.0,0.535737,365.0,0.21836,216.0,168.75,0.110655,0.5551,0.7,Life Sciences Tools & Services ,0.649272,1.99886,19.0125,0.041597,0.061,0.0005,15.8535,2021.0,75.72649572649571,18.769470404984425,15.141955835962145
"Agilent Technologies, Inc.",NYSE:A,FQ12021,Jan2021,2021-01-31,120.17,1548.0,0.541343,413.0,0.24677,288.0,202.5,0.130813,0.66176,0.93,Life Sciences Tools & Services ,0.556827,2.06461,22.53947,0.0139977,0.064,0.0007000000000000001,15.75573,2021.0,58.01446416831033,20.5607476635514,30.28391167192429
"Agilent Technologies, Inc.",NYSE:A,FQ42020,Oct2020,2020-10-31,102.09,1483.0,0.531355,430.0,0.269723,222.0,210.0,0.14160399999999998,0.68182,0.71228,Life Sciences Tools & Services ,0.5206230000000001,2.32788,23.43421,0.0118207,0.068,0.0009,15.91454,2020.0,34.240631163708095,15.498442367601244,35.646687697160885
"Agilent Technologies, Inc.",NYSE:A,FQ32020,Jul2020,2020-07-31,96.33,1261.0,0.530531,322.0,0.22997599999999999,199.0,145.0,0.11498799999999999,0.46926,0.64,Life Sciences Tools & Services ,0.503513,2.46956,17.68421,0.0098608,0.102,0.001,16.14179,2020.0,26.66666666666667,-1.791277258566978,1.5772870662460567
"Agilent Technologies, Inc.",NYSE:A,FQ22020,Apr2020,2020-04-30,76.66,1238.0,0.530694,277.0,0.200323,101.0,115.625,0.093396,0.37419,0.32,Life Sciences Tools & Services ,0.561451,1.63033,14.7,0.003291,0.14800000000000002,0.0005,15.45829,2020.0,0.8021038790269552,-3.582554517133956,-12.618296529968454
"Agilent Technologies, Inc.",NYSE:A,FQ12020,Jan2020,2020-01-31,82.56,1357.0,0.532792,309.0,0.204863,197.0,135.0,0.09948399999999999,0.43548,0.63,Life Sciences Tools & Services ,0.547442,1.63953,16.2,0.0248657,0.036000000000000004,0.0159,15.63629,2020.0,8.560157790927029,5.685358255451713,-2.5236593059936907
"Agilent Technologies, Inc.",NYSE:A,FQ42019,Oct2019,2019-10-31,75.75,1367.0,0.5391360000000001,396.0,0.267739,194.0,189.375,0.13853300000000002,0.61286,0.62256,Life Sciences Tools & Services ,0.50695,1.53317,18.85714,0.0176404,0.036000000000000004,0.0158,15.36217,2019.0,-0.39447731755423693,6.46417445482866,24.9211356466877
"Agilent Technologies, Inc.",NYSE:A,FQ32019,Jul2019,2019-07-31,69.41,1274.0,0.5431710000000001,293.0,0.208006,191.0,145.625,0.114305,0.46675,0.6,Life Sciences Tools & Services ,0.378765,2.13132,16.27778,0.018114699999999997,0.037000000000000005,0.024,15.33284,2019.0,-8.731097961867194,-0.778816199376947,-7.570977917981073
"Agilent Technologies, Inc.",NYSE:A,FQ22019,Apr2019,2019-04-30,78.5,1238.0,0.540387,290.0,0.212439,182.0,148.125,0.119648,0.46727,0.57,Life Sciences Tools & Services ,0.350829,3.40966,17.05882,0.0199644,0.037000000000000005,0.0245,16.15313,2019.0,3.2215647600263027,-3.582554517133956,-8.517350157728707
"Agilent Technologies, Inc.",NYSE:A,FQ12019,Jan2019,2019-01-31,76.05,1284.0,0.550623,317.0,0.22741399999999998,504.0,161.25,0.125584,0.50708,1.57,Life Sciences Tools & Services ,0.357029,3.38995,17.61111,0.015512399999999999,0.04,0.024,15.83648,2019.0,0.0,0.0,0.0
"Air Products and Chemicals, Inc.",NYSE:APD,FQ42023,Sep2023,2023-09-30,283.4,3191.3,0.308369,1073.5,0.224422,692.6,523.95,0.16418,2.35589,3.11321,Industrial Gases ,0.709986,1.3349,22.93698,0.036997,0.038,0.0533,64.41454,2023.0,77.06966572945952,43.49370503597123,46.1936538199646
"Air Products and Chemicals, Inc.",NYSE:APD,FQ32023,Jun2023,2023-06-30,299.53,3033.9,0.317479,1021.1,0.224529,595.6,490.7875,0.161767,2.20678,2.67,Industrial Gases ,0.657757,1.35623,22.09757,0.0296918,0.036000000000000004,0.0508,63.64204,2023.0,87.14776632302403,36.41636690647482,39.05760588315403
"Air Products and Chemicals, Inc.",NYSE:APD,FQ22023,Mar2023,2023-03-31,287.21,3200.1,0.286647,962.6,0.194681,439.8,462.7125,0.144593,2.08148,1.97,Industrial Gases ,0.6710729999999999,2.04496,24.1791,0.0498497,0.035,0.0483,63.29069,2023.0,79.45017182130582,43.88938848920863,31.09083480866132
"Air Products and Chemicals, Inc.",NYSE:APD,FQ12023,Dec2022,2022-12-31,308.26,3174.7,0.284247,954.3,0.199325,572.2,438.525,0.138131,1.97356,2.57,Industrial Gases ,0.6051839999999999,1.92899,23.80158,0.06454399999999999,0.035,0.0433,62.75,2022.0,92.6023117775695,42.74730215827338,29.960506604929865
"Air Products and Chemicals, Inc.",NYSE:APD,FQ42022,Sep2022,2022-09-30,232.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Industrial Gases ,0.614352,1.81283,0,0.0820167,0.035,0.0308,59.25026,2022.0,45.41080912214931,-100.0,-100.0
"Air Products and Chemicals, Inc.",NYSE:APD,FQ32022,Jun2022,2022-06-30,240.48,3189.3,0.265638,972.0,0.19904,582.1,445.8125,0.13978300000000002,2.00816,2.62,Industrial Gases ,0.539382,1.86894,29.72477,0.0905976,0.036000000000000004,0.0158,61.51471,2022.0,50.253045923148996,43.40377697841728,32.37096554541741
"Air Products and Chemicals, Inc.",NYSE:APD,FQ22022,Mar2022,2022-03-31,249.91,2945.1,0.26943,909.8,0.19486599999999998,530.5,405.8875,0.137817,1.82832,2.38,Industrial Gases ,0.51963,1.94983,28.16718,0.0854246,0.036000000000000004,0.0033,62.92506,2022.0,56.14495470165573,32.423561151079134,23.900313223478147
"Air Products and Chemicals, Inc.",NYSE:APD,FQ12022,Dec2021,2021-12-31,304.26,2994.2,0.257364,867.6,0.178778,560.4,425.1125,0.14197800000000002,1.91578,2.52,Industrial Gases ,0.517126,2.46512,28.4459,0.07036400000000001,0.039,0.0007000000000000001,62.3546,2021.0,90.10309278350513,34.63129496402877,18.15334332016888
"Air Products and Chemicals, Inc.",NYSE:APD,FQ42021,Sep2021,2021-09-30,256.11,2841.1,0.293829,970.3,0.23754799999999998,610.4,425.4125,0.149735,1.91887,2.74281,Industrial Gases ,0.585739,2.9925,29.72081,0.0539035,0.047,0.0006,61.15582,2021.0,60.01874414245548,27.747302158273378,32.139452539833854
"Air Products and Chemicals, Inc.",NYSE:APD,FQ32021,Jun2021,2021-06-30,287.68,2604.7,0.308212,934.1,0.229738,533.6,392.425,0.15066000000000002,1.77087,2.39685,Industrial Gases ,0.570918,3.10585,26.23876,0.0539145,0.059000000000000004,0.0008,59.10112,2021.0,79.7438300531084,17.117805755395676,27.20958736211359
"Air Products and Chemicals, Inc.",NYSE:APD,FQ22021,Mar2021,2021-03-31,281.34,2502.0,0.302358,885.1,0.222142,473.1,361.875,0.144634,1.63301,2.13,Industrial Gases ,0.611908,2.90535,24.51801,0.026197599999999998,0.061,0.0006,57.50285,2021.0,75.78256794751638,12.5,20.53656543647012
"Air Products and Chemicals, Inc.",NYSE:APD,FQ12021,Dec2020,2020-12-31,273.22,2375.2,0.312731,886.2,0.236822,482.0,364.2375,0.15335000000000001,1.64441,2.16627,Industrial Gases ,0.615587,2.95047,24.14714,0.0136201,0.067,0.0009,57.32004,2020.0,70.70915338956577,6.798561151079128,20.68636796949477
"Air Products and Chemicals, Inc.",NYSE:APD,FQ42020,Sep2020,2020-09-30,297.86,2320.1,0.32481299999999996,885.1,0.262531,486.8,366.975,0.158172,1.65827,2.18705,Industrial Gases ,0.6683540000000001,3.5937,23.08992,0.0137133,0.078,0.0009,54.65541,2020.0,86.10434239300218,4.321043165467621,20.53656543647012
"Air Products and Chemicals, Inc.",NYSE:APD,FQ32020,Jun2020,2020-06-30,241.46,2065.2,0.34877899999999995,840.0,0.266027,446.5,343.4,0.166279,1.55244,2.01,Industrial Gases ,0.714506,3.47607,26.78193,0.0064573,0.11,0.0008,52.78224,2020.0,50.86535457669478,-7.14028776978418,14.394661582459491
"Air Products and Chemicals, Inc.",NYSE:APD,FQ22020,Mar2020,2020-03-31,199.61,2216.3,0.34119900000000003,845.4,0.248477,477.8,374.525,0.16898599999999997,1.69315,2.14567,Industrial Gases ,0.316154,2.59478,44.84456,0.0153933,0.044000000000000004,0.0008,51.49043,2020.0,24.71727585129647,-0.34622302158272567,15.130055835489586
"Air Products and Chemicals, Inc.",NYSE:APD,FQ12020,Dec2019,2019-12-31,234.99,2254.7,0.340666,861.7,0.25391400000000003,475.6,367.7,0.163081,1.66455,2.14,Industrial Gases ,0.310659,2.59467,47.11765,0.0228513,0.036000000000000004,0.0155,52.36578,2019.0,46.822867853795685,1.3803956834532294,17.349857006673037
"Air Products and Chemicals, Inc.",NYSE:APD,FQ42019,Sep2019,2019-09-30,221.86,2283.2,0.347056,935.2,0.295506,503.2,395.1875,0.173084,1.79061,2.26003,Industrial Gases ,0.29221199999999997,2.53627,31.06977,0.017113100000000003,0.035,0.019,50.14898,2019.0,38.619181505779444,2.661870503597114,27.359389895138243
"Air Products and Chemicals, Inc.",NYSE:APD,FQ32019,Jun2019,2019-06-30,226.37,2224.0,0.34082700000000005,841.1,0.257194,488.0,366.4875,0.164787,1.66132,2.2,Industrial Gases ,0.32640300000000005,2.28062,24.59357,0.0164849,0.036000000000000004,0.024,51.67159,2019.0,41.437050921587,0.0,14.544464115484146
"Air Products and Chemicals, Inc.",NYSE:APD,FQ22019,Mar2019,2019-03-31,190.96,2187.7,0.32591299999999995,805.7,0.24847999999999998,421.3,325.925,0.14898,1.48013,1.9,Industrial Gases ,0.33090200000000003,2.36141,22.75989,0.018625199999999998,0.038,0.024300000000000002,50.72262,2019.0,19.312714776632298,-1.6321942446043247,9.723546234509069
"Air Products and Chemicals, Inc.",NYSE:APD,FQ12019,Dec2018,2018-12-31,160.05,2224.0,0.305755,734.3,0.214163,347.5,314.75,0.141524,1.43133,1.57,Industrial Gases ,0.337245,2.20964,19.68633,0.0191016,0.039,0.024,49.5508,2018.0,0.0,0.0,0.0
"Airbnb, Inc.",NasdaqGS:ABNB,FQ42023,Dec2023,2023-12-31,136.14,2218.0,0.826871,-493.0,-0.22362400000000002,-349.0,-235.625,-0.10623300000000001,-0.36816,-0.54531,"Hotels, Resorts & Cruise Lines ",0.28218,1.6592,NM,0.0335212,0.037000000000000005,0.0533,12.79781,2023.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ32023,Sep2023,2023-09-30,137.21,3397.0,0.86488,1504.0,0.440388,4374.0,1049.375,0.308912,1.63965,6.62879,"Hotels, Resorts & Cruise Lines ",0.253096,1.78424,254.83333,0.036997,0.038,0.0533,14.277,2023.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ22023,Jun2023,2023-06-30,128.16,2484.0,0.826086,532.0,0.210547,650.0,422.5,0.17008800000000002,0.66535,0.97895,"Hotels, Resorts & Cruise Lines ",0.459379,1.47181,278.5,0.0296918,0.036000000000000004,0.0508,8.01743,2023.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ12023,Mar2023,2023-03-31,124.4,1818.0,0.764576,6.0,-0.0027500000000000003,117.0,82.8125,0.045551,0.13062,0.17612,"Hotels, Resorts & Cruise Lines ",0.44150399999999995,1.54512,7.75,0.0498497,0.035,0.0483,8.39841,2023.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ42022,Dec2022,2022-12-31,85.5,1902.0,0.818611,249.948,0.124605,319.0,219.375,0.115339,0.34602,0.47768,"Hotels, Resorts & Cruise Lines ",0.421043,1.86275,54.7896,0.06454399999999999,0.035,0.0433,8.81164,2022.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ32022,Sep2022,2022-09-30,105.04,2884.0,0.860957,1216.0,0.417128,1214.0,793.75,0.275225,1.24218,1.78676,"Hotels, Resorts & Cruise Lines ",0.42619599999999996,1.85476,248.4,0.0820167,0.035,0.0308,8.75121,2022.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ22022,Jun2022,2022-06-30,89.08,2104.0,0.8146380000000001,484.0,0.21768,379.0,295.0,0.140209,0.46238,0.55556,"Hotels, Resorts & Cruise Lines ",0.454012,1.57928,63.75,0.0905976,0.036000000000000004,0.0158,8.20186,2022.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ12022,Mar2022,2022-03-31,171.76,1509.0,0.759443,24.0,-0.003313,-19.0,-5.0,-0.003313,-0.00787,-0.03,"Hotels, Resorts & Cruise Lines ",0.507873,1.61263,8.33333,0.0854246,0.036000000000000004,0.0033,7.44383,2022.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ42021,Dec2021,2021-12-31,166.49,1532.436,0.807184,107.015,0.049705000000000006,54.535,11.65563,0.007605,0.01852,0.08586,"Hotels, Resorts & Cruise Lines ",0.506387,1.94779,45.55308,0.07036400000000001,0.039,0.0007000000000000001,7.5372,2021.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ32021,Sep2021,2021-09-30,167.75,2237.432,0.860742,885.195,0.380573,833.893,531.24563,0.237435,0.85545,1.22,"Hotels, Resorts & Cruise Lines ",0.5464220000000001,1.86314,137.04414,0.0539035,0.047,0.0006,7.11057,2021.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ22021,Jun2021,2021-06-30,153.14,1335.196,0.779487,-15.18,-0.037982999999999996,-68.217,-35.26375,-0.02641,-0.05765,-0.11151,"Hotels, Resorts & Cruise Lines ",0.720189,1.48436,1.66127,0.0539145,0.059000000000000004,0.0008,5.48169,2021.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ12021,Mar2021,2021-03-31,187.94,886.936,0.71304,-296.711,-0.377663,-1172.211,-650.0125,-0.732874,-1.08162,-1.95056,"Hotels, Resorts & Cruise Lines ",0.7776810000000001,1.6623,NM,0.026197599999999998,0.061,0.0006,5.19593,2021.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ42020,Dec2020,2020-12-31,146.8,859.264,0.755899,-3044.956,,-3887.851,-2460.28688,-2.863249,-7.11569,-11.24634,"Hotels, Resorts & Cruise Lines ",0.8028879999999999,1.73478,NM,0.0136201,0.067,0.0009,4.84279,2020.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ32020,Sep2020,2020-09-30,0.0,1342.331,0.830649,471.103,0.32887900000000003,219.328,219.1125,0.163232,0.82641,0.73303,"Hotels, Resorts & Cruise Lines ",1.230016,1.6451,8.25662,0.0137133,0.078,0.0009,-5.14625,2020.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ22020,Jun2020,2020-06-30,0.0,334.774,0.518487,-439.046,-1.400867,-575.588,-305.47313,-0.912475,-1.15922,-2.18425,"Hotels, Resorts & Cruise Lines ",0.0,0.0,NM,0.0064573,0.11,0.0008,0.0,2020.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ12020,Mar2020,2020-03-31,0.0,841.83,0.670037,-373.317,-0.48369500000000004,-340.605,-256.24375,-0.304388,-0.97613,-1.2975,"Hotels, Resorts & Cruise Lines ",0.17303100000000002,0.0,0,0.0153933,0.044000000000000004,0.0008,-3.06157,2020.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ42019,Dec2019,2019-12-31,0.0,1106.796,0.734713,-278.109,-0.265847,-351.538,-195.63125,-0.176754,-0.74559,-1.33977,"Hotels, Resorts & Cruise Lines ",0.17303100000000002,1.25368,NM,0.0228513,0.036000000000000004,0.0155,-3.06157,2019.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ32019,Sep2019,2019-09-30,0.0,1645.761,0.8124469999999999,255.40731,0.14129,266.65,175.81375,0.106828,0.67635,1.02579,"Hotels, Resorts & Cruise Lines ",0.0,0.0,100.83194,0.017113100000000003,0.035,0.019,0.0,2019.0,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ22019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hotels, Resorts & Cruise Lines ",0.0,0.0,0,,,,0.0,,,,
"Airbnb, Inc.",NasdaqGS:ABNB,FQ12019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hotels, Resorts & Cruise Lines ",0.0,0.0,0,,,,0.0,,,,
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ42023,Dec2023,2023-12-31,118.35,995.017,0.605214,289.56,0.203794,161.165,123.18125,0.12379799999999999,0.81588,1.01806,Internet Services & Infrastructure ,0.986692,2.15882,45.16909,0.0335212,0.037000000000000005,0.0533,30.39785,2023.0,65.03974341096082,40.83591410146806,36.950537756463014
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ32023,Sep2023,2023-09-30,106.54,965.484,0.603828,285.195,0.20702500000000001,160.542,116.56938,0.12073600000000001,0.77015,1.04,Internet Services & Infrastructure ,1.041136,2.30401,61.56006,0.036997,0.038,0.0533,28.64549,2023.0,48.570631711058454,36.65577742927185,34.886063736201365
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ22023,Jun2023,2023-06-30,89.87,935.721,0.6016940000000001,256.274,0.18956499999999998,128.816,101.065,0.108007,0.66462,0.84,Internet Services & Infrastructure ,0.7654179999999999,1.99643,88.42477,0.0296918,0.036000000000000004,0.0508,28.25708,2023.0,25.324222563101394,32.443086277862385,21.20756358958351
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ12023,Mar2023,2023-03-31,78.3,915.698,0.6070150000000001,269.997,0.211905,97.106,111.48563,0.121749,0.71632,0.62,Internet Services & Infrastructure ,0.773667,2.03014,109.65535,0.0498497,0.035,0.0483,27.30939,2023.0,9.189792218658491,29.609006550527372,27.698005051221664
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ42022,Dec2022,2022-12-31,84.3,927.779,0.6159020000000001,281.134,0.206385,128.762,108.1325,0.116549,0.68826,0.80988,Internet Services & Infrastructure ,0.728091,2.40523,113.67921,0.06454399999999999,0.035,0.0433,27.86154,2022.0,17.55682610514573,31.318965956507206,32.9653698080725
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ32022,Sep2022,2022-09-30,80.32,881.896,0.608976,275.752,0.208567,123.694,102.67688,0.116427,0.64693,0.77935,Internet Services & Infrastructure ,0.744907,2.25172,108.38241,0.0820167,0.035,0.0308,26.81324,2022.0,12.00669362710919,24.82463043589031,30.41989462432722
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ22022,Jun2022,2022-06-30,91.33,903.332,0.6180140000000001,294.851,0.22417,137.84,114.6325,0.12689899999999998,0.71628,0.85,Internet Services & Infrastructure ,0.753189,1.91676,109.71044,0.0905976,0.036000000000000004,0.0158,26.84193,2022.0,27.360200808813286,27.8587078985659,39.45297350473434
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ12022,Mar2022,2022-03-31,119.39,903.647,0.631961,294.12,0.227878,133.376,113.30188,0.125382,0.70596,0.82,Internet Services & Infrastructure ,0.7543949999999999,1.68474,118.99777,0.0854246,0.036000000000000004,0.0033,26.78856,2022.0,66.49002928461861,27.90329338096667,39.10723913845456
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ42021,Dec2021,2021-12-31,117.04,905.358,0.64058,313.505,0.24921,160.534,122.82313,0.135662,0.75931,0.96991,Internet Services & Infrastructure ,0.631109,2.42988,18.50882,0.07036400000000001,0.039,0.0007000000000000001,28.22226,2021.0,63.21294101241113,28.145470398070493,48.27558481606553
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ32021,Sep2021,2021-09-30,104.59,860.333,0.631693,305.187,0.254674,178.916,119.22813,0.138583,0.73251,1.08,Internet Services & Infrastructure ,0.620937,3.77595,18.25634,0.0539035,0.047,0.0006,28.21278,2021.0,45.851345697950094,21.77257723904045,44.34149663724851
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ22021,Jun2021,2021-06-30,116.6,852.824,0.624776,293.967,0.24567699999999998,156.497,107.8325,0.126441,0.66125,0.94,Internet Services & Infrastructure ,0.632844,3.4802,17.67544,0.0539145,0.059000000000000004,0.0008,27.46099,2021.0,62.59935852740204,20.709744263334585,39.034876131558775
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ12021,Mar2021,2021-03-31,101.9,842.708,0.636069,281.009,0.23848199999999997,155.695,109.23313,0.129621,0.66989,0.94,Internet Services & Infrastructure ,0.65119,3.02239,17.12213,0.026197599999999998,0.061,0.0006,26.47149,2021.0,42.100125505508316,19.27791334280715,32.90624970439949
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ42020,Dec2020,2020-12-31,104.99,846.287,0.640964,274.056,0.232483,113.37,100.96063,0.119298,0.62016,0.68089,Internet Services & Infrastructure ,0.6531910000000001,2.54498,17.25245,0.0136201,0.067,0.0009,26.1281,2020.0,46.40914795704923,19.784489347608236,29.617753057691754
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ32020,Sep2020,2020-09-30,110.54,792.845,0.6425029999999999,262.795,0.242884,158.623,105.31,0.132825,0.64704,0.95,Internet Services & Infrastructure ,0.659423,3.12808,16.61822,0.0137133,0.078,0.0009,25.2311,2020.0,54.14865430204995,12.22024379058694,24.291741157997304
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ22020,Jun2020,2020-06-30,107.09,794.715,0.651694,267.241,0.252895,161.915,112.9725,0.142154,0.69559,0.98,Internet Services & Infrastructure ,0.687728,3.33576,16.8786,0.0064573,0.11,0.0008,24.00715,2020.0,49.33760981731978,12.48492586071212,26.394525005439046
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ12020,Mar2020,2020-03-31,91.49,764.302,0.648591,237.545,0.226906,123.146,92.56188,0.12110599999999999,0.5714,0.75,Internet Services & Infrastructure ,0.727405,3.1965,15.24074,0.0153933,0.044000000000000004,0.0008,22.64333,2020.0,27.58332171245294,8.180232920221707,12.349480216048503
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ42019,Dec2019,2019-12-31,86.38,772.123,0.66618,219.745,0.202081,119.1,87.995,0.113965,0.54406,0.71996,Internet Services & Infrastructure ,0.7303069999999999,3.21866,16.30165,0.0228513,0.036000000000000004,0.0155,22.57987,2019.0,20.457397852461305,9.28722675468643,3.930777453011345
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ32019,Sep2019,2019-09-30,91.38,709.912,0.652156,211.081,0.215283,137.89,85.53063,0.12048,0.52652,0.84,Internet Services & Infrastructure ,0.630328,3.74078,19.1716,0.017113100000000003,0.035,0.019,21.66034,2019.0,27.429926091200674,0.4818062923562077,-0.16695517277259508
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ22019,Jun2019,2019-06-30,80.14,705.074,0.656499,203.144,0.21001999999999998,113.915,84.88625,0.12039300000000001,0.51948,0.69,Internet Services & Infrastructure ,0.379529,2.9532,26.54345,0.0164849,0.036000000000000004,0.024,20.78099,2019.0,11.755682610514583,-0.20297010083397252,-3.9208452755942718
"Akamai Technologies, Inc.",NasdaqGS:AKAM,FQ12019,Mar2019,2019-03-31,71.71,706.508,0.659249,211.434,0.219608,107.13,89.11625,0.126136,0.54594,0.65,Internet Services & Infrastructure ,0.389407,3.19185,19.18595,0.018625199999999998,0.038,0.024300000000000002,20.08044,2019.0,0.0,0.0,0.0
Albemarle Corporation,NYSE:ALB,FQ42023,Dec2023,2023-12-31,144.48,2356.165,-0.294144,-742.95,-0.374022,-617.68,-293.383,-0.124517,-2.49998,-5.26339,Commodity Chemicals ,0.44604,1.46524,NM,0.0335212,0.037000000000000005,0.0533,80.20177,2023.0,76.23810685533054,183.17112625951853,-451.7772337937206
Albemarle Corporation,NYSE:ALB,FQ32023,Sep2023,2023-09-30,170.04,2310.596,0.023774000000000003,-22.666,-0.052271,302.533,191.67125,0.082953,1.63334,2.57,Commodity Chemicals ,0.374723,1.80778,0.03501,0.036997,0.038,0.0533,84.34316,2023.0,107.41644303488653,177.69450426890242,-110.732058390428
Albemarle Corporation,NYSE:ALB,FQ22023,Jun2023,2023-06-30,223.09,2370.19,0.23562899999999998,466.162,0.16053599999999998,650.043,560.67775,0.236553,4.77856,5.52,Commodity Chemicals ,0.363196,1.7371,0,0.0296918,0.036000000000000004,0.0508,83.64854,2023.0,172.12734813369116,184.85669371586803,120.72168902314877
Albemarle Corporation,NYSE:ALB,FQ12023,Mar2023,2023-03-31,221.04,2580.252,0.494734,1194.221,0.43188899999999997,1238.58,907.96575,0.35189,7.74503,10.51,Commodity Chemicals ,0.35659100000000005,1.89925,45.35762,0.0498497,0.035,0.0483,78.54035,2023.0,169.6267382288363,210.1025882624414,465.448226554103
Albemarle Corporation,NYSE:ALB,FQ42022,Dec2022,2022-12-31,216.86,2620.978,0.38204,970.951,0.347235,1132.445,723.91525,0.2762,6.17886,9.60418,Commodity Chemicals ,0.409223,1.89233,41.07556,0.06454399999999999,0.035,0.0433,68.12954,2022.0,164.5279336423518,214.997163679717,359.7327638861926
Albemarle Corporation,NYSE:ALB,FQ32022,Sep2022,2022-09-30,264.44,2091.805,0.5002920000000001,981.841,0.43222299999999997,897.215,666.98588,0.31885600000000003,5.69412,7.61,Commodity Chemicals ,0.502856,1.72711,33.70203,0.0820167,0.035,0.0308,57.47249,2022.0,222.5664796291778,151.39953176678716,364.88903830037077
